Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S3058,Sara,Jones,student2058@university.com,Female,23,CS,62.64,50.14,41.32,59.18,97.77,42.2,74.6,60.995,D,6.4,Yes,Yes,High School,High,5,6.6
S3059,Omar,Brown,student2059@university.com,Female,24,Engineering,69.6,85.28,96.87,52.06,51.85,54.5,77.36,75.9365,C,16.7,Yes,Yes,Master's,Medium,4,8.4
S3060,Ali,Johnson,student2060@university.com,Female,18,Mathematics,82.3,81.33,40.98,80.96,64.6,59.4,51.85,59.5735,F,6.0,Yes,No,PhD,Low,7,6.0
S3061,Emma,Williams,student2061@university.com,Male,24,CS,71.82,47.99,89.45,61.99,53.48,15.1,81.12,69.2985,D,13.9,No,No,,Low,6,8.4
S3062,Omar,Davis,student2062@university.com,Male,20,Mathematics,62.53,70.12,50.15,58.59,93.96,41.2,60.13,61.339,D,14.1,Yes,No,PhD,Low,4,5.6
S3063,Liam,Jones,student2063@university.com,Female,22,Engineering,66.72,86.85,63.53,99.08,79.7,2.8,69.17,72.633,C,25.6,Yes,Yes,High School,Low,10,8.7
S3064,John,Jones,student2064@university.com,Female,20,Engineering,67.08,53.13,89.35,64.59,76.75,15.0,70.64,69.6125,D,23.4,No,No,PhD,Low,2,4.2
S3065,Maria,Davis,student2065@university.com,Female,21,Engineering,97.97,92.28,52.36,95.17,56.57,51.2,72.44,71.1565,C,27.4,Yes,Yes,PhD,Low,4,6.6
S3066,Maria,Davis,student2066@university.com,Female,24,Engineering,89.93,43.18,91.94,58.91,74.45,57.4,61.37,67.0245,D,8.5,Yes,Yes,,Low,1,5.6
S3067,Ahmed,Johnson,student2067@university.com,Female,24,Mathematics,72.93,86.93,69.87,90.95,69.94,14.6,92.51,79.6265,C,18.3,Yes,No,PhD,High,8,5.5
S3068,Sara,Jones,student2068@university.com,Female,21,Business,59.99,76.95,61.97,75.1,65.79,75.6,71.39,70.076,C,5.5,Yes,Yes,Master's,High,4,4.4
S3069,John,Davis,student2069@university.com,Female,21,Business,90.55,58.91,79.75,53.93,88.61,37.3,80.61,71.7725,C,25.6,Yes,Yes,Bachelor's,Medium,2,7.4
S3070,Ahmed,Brown,student2070@university.com,Female,23,Mathematics,57.86,83.26,60.48,86.68,53.06,92.1,80.7,74.732,C,14.2,Yes,Yes,,High,5,6.0
S3071,John,Brown,student2071@university.com,Male,19,CS,60.52,86.94,60.84,94.6,82.33,38.8,80.35,76.719,C,6.7,Yes,Yes,Bachelor's,Medium,1,8.7
S3072,Liam,Jones,student2072@university.com,Male,21,Mathematics,68.3,96.03,84.01,58.15,91.15,15.0,77.97,77.3855,C,13.1,Yes,Yes,PhD,Low,2,7.6
S3073,Sara,Davis,student2073@university.com,Male,24,CS,94.02,62.07,58.59,86.28,95.37,75.8,91.13,77.566,C,12.2,No,Yes,High School,Low,8,6.2
S3074,Omar,Johnson,student2074@university.com,Male,22,CS,56.59,81.16,52.05,72.25,87.3,56.8,90.63,74.783,C,24.2,No,No,,High,4,7.1
S3075,Omar,Johnson,student2075@university.com,Female,24,Business,56.11,76.16,88.46,87.69,64.12,38.7,70.86,76.2975,C,8.2,Yes,Yes,PhD,High,9,4.3
S3076,Maria,Johnson,student2076@university.com,Male,24,Engineering,74.7,71.51,88.32,85.7,80.03,35.6,81.79,79.9815,C,18.9,No,No,PhD,Low,10,6.9
S3077,Omar,Smith,student2077@university.com,Female,23,Business,63.82,93.42,69.86,51.33,57.07,15.1,55.14,62.1815,D,24.8,Yes,Yes,High School,Low,4,7.3
S3078,Omar,Jones,student2078@university.com,Male,19,Business,78.44,40.19,71.6,58.94,55.85,34.1,54.54,56.4215,F,23.5,No,Yes,PhD,High,2,4.5
S3079,Liam,Johnson,student2079@university.com,Female,19,Mathematics,72.58,56.93,81.76,73.55,81.93,2.9,74.0,70.55,C,28.4,No,No,Master's,Low,8,7.4
S3080,Ali,Brown,student2080@university.com,Female,21,Mathematics,71.75,72.3,70.56,96.68,92.56,50.2,95.01,83.256,B,5.0,No,No,High School,High,10,6.4
S3081,Maria,Davis,student2081@university.com,Male,20,CS,55.6,50.7,65.02,67.1,53.36,89.7,82.5,68.496,D,13.8,Yes,No,,Low,4,6.4
S3082,Ahmed,Williams,student2082@university.com,Male,24,Mathematics,57.05,94.47,99.69,81.44,55.3,79.5,83.46,85.852,B,14.2,Yes,No,,High,8,7.6
S3083,Emma,Williams,student2083@university.com,Female,18,CS,91.05,78.86,48.86,50.6,78.28,2.9,57.88,56.971,F,5.8,No,No,Bachelor's,High,2,6.2
S3084,Ali,Johnson,student2084@university.com,Female,20,CS,94.29,68.67,75.56,85.56,60.91,88.1,72.67,74.3215,C,25.4,Yes,Yes,Master's,Low,4,5.2
S3085,Ahmed,Williams,student2085@university.com,Female,20,Engineering,61.73,88.88,93.15,80.15,80.59,45.2,70.04,79.973,C,22.2,Yes,No,Master's,Low,1,5.5
S3086,Sara,Williams,student2086@university.com,Male,19,Engineering,55.67,67.05,81.23,85.77,60.73,19.1,89.15,77.0035,C,18.2,No,Yes,,High,8,7.7
S3087,Ali,Smith,student2087@university.com,Male,19,Business,52.67,73.52,92.86,95.23,55.82,75.2,56.89,74.9365,C,15.1,No,No,PhD,Medium,6,4.4
S3088,Liam,Brown,student2088@university.com,Female,23,Engineering,80.41,40.17,60.18,57.32,77.28,32.3,76.96,62.0995,D,27.4,Yes,No,Master's,Medium,2,8.2
S3089,Ahmed,Brown,student2089@university.com,Male,23,CS,85.77,61.94,56.32,63.08,93.11,25.3,95.57,72.08,C,11.6,No,Yes,Master's,Medium,3,6.9
S3090,Sara,Smith,student2090@university.com,Female,19,Mathematics,68.64,48.33,91.08,99.79,84.26,16.1,94.62,82.605,B,13.4,Yes,Yes,PhD,Medium,6,7.6
S3091,Maria,Smith,student2091@university.com,Male,22,Engineering,83.98,81.38,63.65,57.81,90.94,48.7,92.62,76.106,C,28.8,Yes,No,High School,Low,10,5.7
S3092,Emma,Williams,student2092@university.com,Male,22,Engineering,85.65,68.74,82.58,86.03,63.32,9.3,68.75,71.2825,C,6.6,Yes,Yes,PhD,Medium,9,5.1
S3093,Sara,Jones,student2093@university.com,Male,18,Engineering,96.77,58.11,48.86,86.25,94.3,78.6,97.06,76.347,C,24.5,Yes,Yes,Bachelor's,Medium,10,8.0
S3094,Omar,Davis,student2094@university.com,Male,19,Engineering,53.24,68.07,85.35,84.15,68.85,47.1,90.27,80.4915,B,23.0,Yes,No,Bachelor's,High,7,4.5
S3095,John,Davis,student2095@university.com,Male,21,CS,59.61,52.58,72.94,61.37,92.62,44.7,92.56,74.5925,C,27.5,No,Yes,,High,9,4.8
S3096,Sara,Williams,student2096@university.com,Female,23,CS,53.43,95.51,56.12,60.76,73.56,0.2,96.62,73.8225,C,7.3,No,No,High School,Low,10,5.4
S3097,Sara,Davis,student2097@university.com,Female,19,Business,93.4,43.24,69.67,83.32,63.39,81.8,96.85,75.8855,C,29.3,No,No,Master's,High,4,5.8
S3098,Emma,Smith,student2098@university.com,Male,22,Mathematics,89.63,91.93,81.82,59.31,63.01,49.3,62.0,70.507,C,5.7,No,No,,Medium,8,5.0
S3099,John,Brown,student2099@university.com,Female,19,Business,78.73,70.68,40.71,83.08,78.38,44.0,56.38,60.1935,D,13.4,No,No,,Medium,2,8.6
S3100,Omar,Davis,student2100@university.com,Female,22,Business,54.18,77.14,78.25,74.63,53.95,76.1,84.54,76.89,C,7.1,No,No,Master's,Low,2,4.1
S3101,Ahmed,Williams,student2101@university.com,Male,19,Engineering,63.67,58.16,72.5,69.33,96.5,6.3,78.16,70.6615,C,6.3,No,No,Master's,Low,4,8.0
S3102,Ahmed,Jones,student2102@university.com,Female,24,Mathematics,64.89,98.0,53.22,65.01,63.57,36.7,66.37,65.8595,D,29.1,Yes,No,PhD,Medium,3,6.1
S3103,Sara,Williams,student2103@university.com,Male,21,Engineering,78.04,56.91,85.18,97.38,66.78,57.6,84.22,79.2625,C,23.0,Yes,Yes,Bachelor's,High,8,8.2
S3104,Liam,Johnson,student2104@university.com,Female,18,CS,62.9,75.33,58.21,75.4,61.67,46.1,53.1,61.564,D,17.6,No,No,Master's,High,2,8.0
S3105,Liam,Williams,student2105@university.com,Female,24,Business,53.65,99.61,56.61,78.06,50.15,18.2,52.36,62.436,D,7.7,Yes,Yes,PhD,Low,4,4.6
S3106,John,Smith,student2106@university.com,Female,21,Mathematics,86.54,92.87,68.27,97.46,84.63,29.9,67.72,75.891,C,18.2,No,Yes,Bachelor's,Low,9,7.3
S3107,John,Brown,student2107@university.com,Female,22,CS,64.95,72.18,80.57,82.69,79.53,30.0,59.69,70.733,C,13.0,Yes,No,High School,Low,9,5.9
S3108,Omar,Brown,student2108@university.com,Female,23,Business,72.62,99.42,95.73,97.89,90.48,99.2,85.93,93.316,A,11.8,Yes,Yes,High School,Medium,4,8.1
S3109,Emma,Davis,student2109@university.com,Female,23,Mathematics,56.38,82.08,48.48,55.32,52.05,32.6,97.4,68.785,D,20.5,Yes,Yes,High School,High,3,8.3
S3110,Maria,Smith,student2110@university.com,Female,20,Business,90.13,52.52,63.79,92.33,96.43,20.5,83.08,73.267,C,24.8,Yes,Yes,Master's,High,1,4.9
S3111,Ahmed,Johnson,student2111@university.com,Male,21,Mathematics,78.28,64.34,44.02,66.77,66.54,82.3,82.74,66.2625,D,16.1,No,Yes,Bachelor's,High,1,6.4
S3112,Emma,Smith,student2112@university.com,Male,19,Business,95.08,60.07,85.51,90.52,95.65,42.1,50.33,70.735,C,17.3,No,Yes,Bachelor's,Medium,8,7.0
S3113,Ali,Williams,student2113@university.com,Male,18,Engineering,74.77,60.64,66.86,92.78,55.36,44.4,75.61,70.167,C,21.3,No,No,High School,Low,9,6.7
S3114,Ahmed,Smith,student2114@university.com,Male,19,Business,97.07,85.63,82.42,63.57,87.2,54.9,90.86,81.708,B,8.1,No,No,,High,9,5.3
S3115,Emma,Smith,student2115@university.com,Female,19,Business,94.59,75.06,59.33,70.44,78.97,59.6,82.71,72.3475,C,25.7,Yes,Yes,Bachelor's,Medium,5,5.4
S3116,Ahmed,Johnson,student2116@university.com,Female,21,Mathematics,78.82,42.29,90.66,86.3,67.91,59.1,61.39,70.1165,C,25.9,No,No,Bachelor's,High,2,8.3
S3117,Maria,Williams,student2117@university.com,Female,18,Mathematics,96.69,92.65,72.09,54.95,53.96,3.4,92.42,73.4545,C,18.5,Yes,No,PhD,Medium,7,4.2
S3118,Ali,Jones,student2118@university.com,Male,20,Engineering,66.15,57.81,96.62,87.78,80.24,81.9,98.22,87.5785,B,9.7,Yes,Yes,High School,High,4,5.3
S3119,Liam,Jones,student2119@university.com,Male,24,Mathematics,68.28,99.82,44.73,55.52,51.32,19.5,63.95,59.7755,F,17.5,No,Yes,,Low,10,5.1
S3120,Liam,Brown,student2120@university.com,Male,19,Business,52.27,97.25,70.86,95.72,75.06,29.2,60.35,73.7315,C,7.6,Yes,Yes,PhD,High,4,5.9
S3121,Maria,Davis,student2121@university.com,Female,18,Mathematics,79.46,96.43,85.99,63.82,80.21,17.3,66.93,74.5,C,24.1,No,No,,Medium,4,7.4
S3122,Omar,Smith,student2122@university.com,Male,20,Mathematics,86.1,88.67,76.01,78.78,86.63,76.7,53.16,72.566,C,12.8,No,Yes,,High,10,6.7
S3123,Ali,Brown,student2123@university.com,Female,24,Mathematics,88.68,53.24,41.39,55.86,99.57,58.4,93.67,67.6905,D,12.8,No,Yes,,Medium,3,6.7
S3124,Sara,Johnson,student2124@university.com,Male,19,Engineering,57.49,71.96,98.34,63.47,63.0,75.5,96.46,83.9125,B,28.6,No,No,Master's,Medium,4,7.7
S3125,Emma,Jones,student2125@university.com,Female,18,Engineering,72.21,53.46,57.9,70.2,66.12,65.3,81.67,67.402,D,15.5,No,Yes,Bachelor's,High,2,8.1
S3126,Ali,Smith,student2126@university.com,Male,24,CS,58.84,55.58,54.96,74.35,67.06,10.4,88.22,66.9215,D,24.7,Yes,No,Bachelor's,Medium,9,4.8
S3127,Omar,Johnson,student2127@university.com,Female,21,Engineering,83.11,76.66,69.14,50.0,86.58,30.1,83.43,71.476,C,20.9,No,No,PhD,Medium,7,4.5
S3128,Omar,Davis,student2128@university.com,Male,23,Engineering,57.9,42.45,72.53,94.43,96.59,50.7,68.87,71.5195,C,12.9,No,No,,Low,1,5.5
S3129,Maria,Johnson,student2129@university.com,Male,23,Engineering,95.21,98.17,85.98,50.38,98.72,30.5,81.6,79.6545,C,8.1,No,Yes,,Low,5,8.1
S3130,Ahmed,Smith,student2130@university.com,Female,19,Business,61.53,95.12,63.6,88.68,97.29,20.7,91.82,81.78,B,24.9,Yes,Yes,Bachelor's,Low,2,6.7
S3131,Ali,Davis,student2131@university.com,Female,19,CS,64.57,62.85,66.4,73.53,93.97,87.0,90.5,77.954,C,24.1,No,Yes,,Medium,3,4.7
S3132,Emma,Johnson,student2132@university.com,Male,24,Business,92.55,70.93,72.1,76.19,99.55,74.8,54.05,70.003,C,9.2,No,Yes,,High,3,4.8
S3133,Ali,Davis,student2133@university.com,Female,18,Engineering,72.92,67.97,63.66,60.41,68.8,34.5,73.13,65.716,D,11.2,Yes,No,,High,7,8.5
S3134,John,Smith,student2134@university.com,Male,23,Engineering,51.2,92.93,94.87,80.37,97.42,76.5,69.87,84.2405,B,24.2,Yes,No,High School,Low,3,5.8
S3135,Ahmed,Smith,student2135@university.com,Female,19,CS,74.73,81.32,91.08,76.86,88.05,62.8,87.6,84.722,B,29.6,Yes,No,High School,Medium,7,5.3
S3136,Emma,Davis,student2136@university.com,Male,20,CS,54.23,56.69,67.3,58.21,58.42,0.4,75.07,62.443,D,26.1,Yes,No,High School,Low,8,7.5
S3137,Liam,Williams,student2137@university.com,Female,19,Mathematics,99.27,66.81,40.01,61.91,52.27,38.0,67.49,56.6845,F,22.1,Yes,Yes,PhD,Low,2,8.3
S3138,Emma,Brown,student2138@university.com,Male,23,Engineering,79.41,65.74,94.06,53.35,60.72,29.0,85.32,74.4965,C,27.9,Yes,No,,Medium,1,6.2
S3139,Sara,Johnson,student2139@university.com,Male,22,Engineering,62.83,97.56,47.46,53.31,88.94,21.8,73.68,66.5835,D,12.1,No,Yes,High School,Low,6,8.0
S3140,Maria,Johnson,student2140@university.com,Male,23,Business,78.19,50.52,54.67,50.69,81.58,25.2,62.83,57.116,F,5.2,Yes,Yes,High School,Medium,9,6.2
S3141,Sara,Williams,student2141@university.com,Female,20,Mathematics,53.84,45.37,49.14,61.02,61.22,94.2,94.52,67.4315,D,13.0,No,No,Master's,Low,6,7.5
S3142,Emma,Williams,student2142@university.com,Male,18,Engineering,89.99,92.84,50.79,83.98,87.1,48.6,55.65,67.0555,D,29.3,No,No,PhD,High,8,6.9
S3143,Ahmed,Williams,student2143@university.com,Female,20,Business,96.27,93.8,88.17,65.81,57.07,84.8,50.9,71.201,C,27.0,Yes,Yes,High School,Low,5,8.5
S3144,Ali,Jones,student2144@university.com,Female,22,CS,93.72,92.3,74.77,67.14,91.09,21.4,57.2,69.9475,D,6.3,Yes,No,High School,High,8,5.6
S3145,Liam,Jones,student2145@university.com,Female,22,Business,67.09,70.66,97.37,56.6,89.71,17.4,58.18,70.7265,C,17.5,Yes,No,High School,Low,4,7.9
S3146,Ali,Davis,student2146@university.com,Male,19,Engineering,66.29,79.58,53.89,78.77,98.63,88.9,76.9,74.603,C,7.0,No,Yes,Master's,Low,6,7.4
S3147,Ahmed,Jones,student2147@university.com,Female,19,Business,51.75,73.8,69.14,67.11,57.51,49.6,81.24,71.0245,C,24.7,No,No,Master's,High,8,8.2
S3148,Emma,Smith,student2148@university.com,Female,23,Business,82.57,44.17,98.65,83.82,95.33,89.5,72.43,79.598,C,14.3,No,Yes,PhD,Low,1,7.0
S3149,Omar,Davis,student2149@university.com,Female,21,Mathematics,76.75,75.75,89.59,87.07,67.06,6.3,60.21,71.9045,C,27.8,No,Yes,,Medium,6,6.3
S3150,Ali,Johnson,student2150@university.com,Male,20,Mathematics,72.97,40.82,83.72,79.23,70.8,91.6,56.61,67.5805,D,6.4,No,Yes,,High,8,4.2
S3151,Omar,Brown,student2151@university.com,Female,23,CS,95.38,59.5,51.34,63.8,73.42,41.5,74.61,63.13,D,23.3,Yes,No,PhD,Medium,5,8.2
S3152,Ali,Smith,student2152@university.com,Female,21,Mathematics,58.39,95.94,86.16,75.43,81.35,15.5,78.27,79.6365,C,15.0,Yes,Yes,,Medium,3,8.5
S3153,Ali,Johnson,student2153@university.com,Female,23,Business,50.48,58.24,60.85,62.6,99.74,68.3,65.2,66.2875,D,11.7,No,No,Bachelor's,High,5,6.2
S3154,Liam,Johnson,student2154@university.com,Female,22,Mathematics,53.67,96.39,71.83,95.15,80.0,79.7,61.02,76.9795,C,17.9,Yes,No,,Low,3,5.1
S3155,Maria,Davis,student2155@university.com,Male,19,Engineering,61.17,55.01,76.55,88.32,96.34,4.7,54.03,66.715,D,17.1,Yes,No,Master's,Medium,6,7.2
S3156,Maria,Williams,student2156@university.com,Male,19,Business,51.66,58.87,76.56,74.65,62.75,98.7,51.31,65.771,D,13.7,No,Yes,Master's,Low,6,4.6
S3157,John,Williams,student2157@university.com,Female,23,Business,75.14,77.7,83.59,98.27,69.92,69.7,55.29,74.357,C,21.2,Yes,Yes,High School,Medium,5,4.2
S3158,Sara,Smith,student2158@university.com,Female,19,Business,65.7,85.7,79.7,77.34,75.22,32.1,87.1,79.638,C,21.5,No,No,Master's,High,7,5.5
S3159,Ahmed,Williams,student2159@university.com,Female,18,Engineering,59.02,70.08,44.1,66.43,66.15,15.1,67.2,59.0315,F,6.9,No,Yes,Bachelor's,High,7,7.4
S3160,Ahmed,Johnson,student2160@university.com,Female,23,Business,87.5,92.93,67.44,54.77,98.84,39.3,51.37,66.275,D,19.9,Yes,Yes,Bachelor's,Medium,6,8.1
S3161,Ahmed,Williams,student2161@university.com,Male,22,Mathematics,60.22,42.41,79.84,77.19,86.28,22.1,75.41,70.256,C,22.8,No,Yes,Bachelor's,High,6,4.8
S3162,John,Jones,student2162@university.com,Male,24,Engineering,84.38,95.33,57.76,93.02,73.94,49.4,76.8,75.5965,C,6.9,No,Yes,High School,Medium,4,8.7
S3163,Maria,Williams,student2163@university.com,Male,23,Business,67.46,51.78,58.78,93.34,87.57,78.2,71.43,70.559,C,21.5,Yes,No,,Low,4,6.8
S3164,Emma,Johnson,student2164@university.com,Male,23,Mathematics,75.59,93.05,47.47,80.23,73.37,66.0,55.53,65.1555,D,25.1,Yes,Yes,High School,Medium,3,8.6
S3165,Omar,Davis,student2165@university.com,Female,19,Mathematics,96.69,64.05,65.12,69.67,50.86,43.6,87.75,69.929,D,25.8,Yes,Yes,Master's,Medium,10,4.7
S3166,Liam,Smith,student2166@university.com,Female,22,CS,51.87,89.97,99.21,82.51,77.16,11.9,84.45,84.3205,B,6.0,Yes,Yes,Bachelor's,Medium,7,6.3
S3167,Omar,Brown,student2167@university.com,Male,23,Mathematics,75.01,80.3,57.12,88.11,81.26,95.7,69.74,73.3745,C,22.4,No,No,High School,High,3,6.2
S3168,Emma,Williams,student2168@university.com,Male,19,Mathematics,92.72,50.56,71.89,70.58,99.06,27.0,69.04,68.1115,D,24.9,Yes,No,High School,High,9,6.1
S3169,Liam,Johnson,student2169@university.com,Female,20,CS,79.4,95.08,84.59,73.81,52.04,27.8,57.8,70.415,C,14.9,Yes,Yes,Bachelor's,High,9,8.7
S3170,John,Brown,student2170@university.com,Female,22,CS,63.84,54.73,40.81,84.03,75.6,64.6,87.68,68.1105,D,18.6,Yes,Yes,PhD,Medium,6,8.2
S3171,Emma,Brown,student2171@university.com,Female,21,Engineering,69.88,54.65,94.03,93.83,54.91,77.1,79.98,79.1195,C,11.6,No,No,Bachelor's,High,7,8.0
S3172,Ahmed,Jones,student2172@university.com,Female,18,Mathematics,84.01,88.85,63.19,89.55,57.45,98.4,54.29,69.5095,D,12.8,No,No,PhD,High,3,5.4
S3173,Sara,Brown,student2173@university.com,Female,21,Engineering,94.54,46.35,92.15,51.12,80.52,96.9,68.9,71.225,C,17.5,Yes,No,Bachelor's,High,3,5.7
S3174,Ali,Davis,student2174@university.com,Male,24,Engineering,52.05,53.32,42.34,56.22,61.58,91.4,95.18,66.298,D,8.8,No,No,,High,1,5.3
S3175,Omar,Johnson,student2175@university.com,Male,22,Business,53.58,70.22,48.74,92.64,87.46,43.5,72.62,69.321,D,14.3,Yes,Yes,PhD,High,6,8.0
S3176,Maria,Johnson,student2176@university.com,Female,23,Engineering,66.25,89.83,59.35,91.69,75.71,16.7,66.25,70.3465,C,12.5,No,Yes,PhD,Medium,3,6.0
S3177,Maria,Williams,student2177@university.com,Female,19,Engineering,61.64,48.85,60.73,69.44,60.91,58.4,82.19,66.594,D,11.0,No,No,High School,Medium,1,8.9
S3178,John,Williams,student2178@university.com,Male,24,Engineering,63.25,72.86,90.87,79.21,74.69,1.7,60.15,71.127,C,17.1,No,Yes,PhD,High,8,5.8
S3179,Liam,Williams,student2179@university.com,Female,22,Engineering,61.06,82.67,40.67,95.29,50.04,19.6,76.19,65.7025,D,26.0,Yes,No,Master's,High,8,4.8
S3180,Maria,Davis,student2180@university.com,Male,18,CS,59.79,91.64,78.47,95.58,93.14,0.3,83.48,82.0735,B,11.1,Yes,No,High School,Medium,8,8.6
S3181,Ahmed,Brown,student2181@university.com,Male,22,Mathematics,56.53,96.13,47.88,89.15,50.63,18.1,92.74,73.552,C,21.5,No,Yes,High School,Medium,8,7.9
S3182,Omar,Brown,student2182@university.com,Male,24,Business,96.7,87.08,89.39,60.48,50.35,47.5,84.63,77.2805,C,11.4,No,No,,High,5,6.9
S3183,Emma,Jones,student2183@university.com,Male,19,CS,57.21,79.17,86.71,86.51,80.58,39.3,69.22,77.3185,C,8.6,Yes,Yes,High School,Low,7,8.3
S3184,Ahmed,Davis,student2184@university.com,Female,21,Business,60.22,66.02,70.0,55.05,98.68,36.9,88.39,73.8905,C,28.6,Yes,Yes,High School,High,3,8.7
S3185,John,Williams,student2185@university.com,Female,20,Business,62.31,46.73,52.76,94.7,92.8,83.1,94.92,76.3155,C,20.8,No,Yes,Master's,Low,10,8.3
S3186,Ahmed,Smith,student2186@university.com,Male,21,CS,96.65,82.58,78.07,57.46,62.6,67.5,73.89,72.3255,C,7.6,Yes,Yes,High School,High,2,8.5
S3187,Emma,Jones,student2187@university.com,Female,19,Engineering,87.79,99.56,49.38,83.12,59.83,93.6,50.23,65.479,D,20.8,Yes,Yes,PhD,Low,6,5.4
S3188,Sara,Smith,student2188@university.com,Female,24,CS,89.48,84.21,51.4,80.51,81.31,44.5,94.05,76.129,C,9.4,No,No,,Low,1,6.6
S3189,John,Brown,student2189@university.com,Female,19,Business,55.24,41.0,77.6,88.84,91.13,27.2,58.27,66.83,D,27.2,No,Yes,Master's,High,2,8.0
S3190,Sara,Jones,student2190@university.com,Female,18,Business,91.82,69.78,99.47,77.58,68.1,12.3,56.32,71.2925,C,11.2,Yes,No,Bachelor's,Medium,7,6.6
S3191,Ali,Jones,student2191@university.com,Male,22,Engineering,70.41,76.88,93.46,52.98,71.62,67.2,65.38,72.98,C,25.2,Yes,Yes,Bachelor's,Medium,9,7.2
S3192,Sara,Johnson,student2192@university.com,Female,22,CS,63.14,81.38,75.59,85.29,55.77,84.2,69.0,74.385,C,10.0,No,Yes,Bachelor's,Medium,7,8.6
S3193,Ali,Brown,student2193@university.com,Male,21,Mathematics,78.79,83.18,72.31,69.16,57.64,18.4,89.97,74.6035,C,19.0,No,No,Master's,Medium,10,5.5
S3194,Ali,Brown,student2194@university.com,Male,24,Business,91.11,73.49,99.9,66.01,78.42,87.9,69.46,78.975,C,27.8,Yes,Yes,Bachelor's,High,8,6.7
S3195,Sara,Davis,student2195@university.com,Female,20,CS,88.93,53.4,72.84,99.58,55.13,52.6,52.44,65.032,D,12.4,No,Yes,PhD,Low,8,6.8
S3196,John,Jones,student2196@university.com,Male,20,Engineering,94.5,96.53,65.21,79.52,60.1,14.4,81.8,73.98,C,7.0,No,Yes,Bachelor's,Medium,10,5.8
S3197,Liam,Brown,student2197@university.com,Female,18,Engineering,96.41,81.8,94.57,85.54,61.73,64.3,83.56,83.1995,B,18.8,No,No,Bachelor's,High,3,5.8
S3198,Emma,Jones,student2198@university.com,Female,19,Mathematics,61.91,54.21,54.05,76.32,72.2,52.0,90.71,70.125,C,9.3,Yes,Yes,,High,6,7.8
S3199,Ahmed,Davis,student2199@university.com,Male,18,Business,71.19,59.34,45.85,88.5,52.28,2.8,69.94,59.9885,F,23.2,No,Yes,Bachelor's,Medium,2,8.6
S3200,Ahmed,Davis,student2200@university.com,Female,22,Mathematics,50.73,95.32,78.05,87.6,74.99,39.9,54.3,72.7345,C,19.8,Yes,No,Bachelor's,Medium,9,7.2
S3201,Emma,Johnson,student2201@university.com,Male,23,Mathematics,93.97,93.25,45.75,82.86,96.43,78.5,77.65,74.717,C,13.7,No,No,High School,Medium,7,6.4
S3202,Omar,Jones,student2202@university.com,Male,23,Mathematics,57.73,64.31,62.39,99.89,51.22,55.5,56.05,64.9395,D,22.6,No,No,PhD,Medium,3,7.8
S3203,Omar,Brown,student2203@university.com,Female,23,Mathematics,93.07,42.3,65.41,72.99,81.55,28.2,50.85,58.466,F,11.0,Yes,Yes,Master's,High,6,9.0
S3204,Ali,Brown,student2204@university.com,Female,19,Engineering,66.47,42.91,72.85,85.31,91.79,92.9,88.93,77.9485,C,27.9,Yes,Yes,,High,10,4.4
S3205,Ali,Jones,student2205@university.com,Female,18,Business,68.41,57.04,99.5,89.89,65.62,23.8,70.17,75.7175,C,13.7,Yes,Yes,Master's,Low,1,7.3
S3206,John,Jones,student2206@university.com,Male,24,Mathematics,51.96,77.75,53.26,68.8,56.58,25.3,76.25,65.0955,D,24.1,No,Yes,Bachelor's,Low,7,6.8
S3207,Maria,Jones,student2207@university.com,Female,21,Business,66.34,75.05,62.55,72.86,52.17,35.5,83.14,69.758,D,11.5,Yes,Yes,High School,High,9,7.1
S3208,Sara,Williams,student2208@university.com,Male,22,Engineering,94.42,78.03,47.93,98.46,82.2,89.5,70.05,72.166,C,22.9,No,Yes,Bachelor's,Low,5,4.1
S3209,Ali,Brown,student2209@university.com,Male,23,Engineering,51.28,83.04,76.46,51.61,77.61,50.8,52.56,65.3815,D,5.8,Yes,Yes,Bachelor's,High,9,8.8
S3210,Ahmed,Davis,student2210@university.com,Female,24,CS,70.32,41.14,83.66,66.76,61.46,68.2,62.64,65.448,D,12.4,Yes,Yes,,Medium,8,4.4
S3211,John,Brown,student2211@university.com,Female,20,CS,51.57,46.31,68.92,74.31,91.58,97.6,59.72,67.277,D,7.3,No,Yes,,High,8,5.5
S3212,Sara,Williams,student2212@university.com,Female,18,Business,68.55,61.57,54.75,50.07,86.78,78.3,98.87,72.6875,C,16.3,No,Yes,Master's,Medium,6,5.5
S3213,John,Jones,student2213@university.com,Male,22,CS,58.63,49.29,77.25,94.96,63.82,17.3,86.98,74.291,C,15.9,Yes,Yes,Bachelor's,Medium,3,7.7
S3214,Sara,Johnson,student2214@university.com,Female,22,Mathematics,62.61,44.52,72.35,64.31,87.67,78.8,72.58,68.893,D,14.0,No,Yes,Master's,High,4,7.4
S3215,Sara,Jones,student2215@university.com,Male,20,Business,93.88,78.46,50.27,62.89,62.25,74.8,53.17,59.686,F,29.5,Yes,Yes,Bachelor's,High,1,4.3
